permission_id,street,post_code,prim_add_obj_name
257610,Cranbourne Gardens,NW11 9JD,59
177570,Haldane Road,SW6 7EU,56
151494,King's Road,SW3 5UR,330
156352,Red Lodge Road,BR4 0EL,1-3
207968,NEW CROSS ROAD,SE14 6TA,481
156230,Goffers Road,SE3 0UA,Sergison Cottage
150525,NEW CROSS ROAD,SE14,160
181508,Tolworth Broadway,KT6 7HT,136-138
149585,Windmill Road,TW8 9LZ,109
148335,Kennington Road,SE11 4LD,340
193528,Linwood Crescent,EN1 4US,203
166548,STANLEY ROAD,SM2 6TQ,"Overton Grange School, 36"
171708,Grosvenor Square,W1K 6LE,20
149105,CARSHALTON ROAD,SM7 3JE,33
148349,Miranda Road,N19 3RA,41
157814,London Road,SW16,Land R/O 1355
200863,LYNDHURST WAY,SE15 5AS,PELICAN ESTATE
197050,Kingsland Road,E8 4BH,268
240084,Abbey Road,IG11 7BZ,6 - 8 Town Quay
150269,Bellegrove Road,DA16 3PG,87-89
179368,Bingham Place,W1U 5AT,5
175573,The Green,UB2 4BG,76
189688,High Street,HA3 5DQ,65
149307,Great Cambridge Road,N18 1AA,"Empire Parade,15"
149723,Lawns Way,RM5 3TB,106
184850,Lavender Hill,SW11 5RN,26
151084,Aldbourne Road,W12 0LN,Land at 46
182994,THORNBURY ROAD,TW7 4LJ,OSTERLEY MANSIONS
168628,Park Lane,TW9 2RA,Richmond Film Services
208148,ENDWELL ROAD,SE4 2LX,102
149612,The Broadway,UB1 1LR,"Ramgarhia Hall, 159"
183248,Cadogan Gardens,SW3 2TB,45 A
149411,Greenford Road,HA1 3QN,151A
177533,Wood Lane,W12,Former BBC Television Centre
206488,Mitchell Way,NW10 0PT,Flat 1 of 21
151888,High Street,TW8 8EW,St Lawrences Church and Vicarage
153284,High Street,TW12 2SQ,1
175848,Essex Road &,N1 1XX,46
156552,Avenue Road,N15 5JH,18
171768,Buckingham Gate,SW1E 6LB,
149817,New Broadway,W5 5AH,"Former Ealing Cinema, 59-63 and Rear of 49 and 55"
174988,Broadway,DA6 7ER,"Butlers Yard, Land at 167 and 181-185"
157270,Hertford Road,N13 4JU,192
154658,St Ursula Road,UB1 2TH,31
149231,Powys Lane,N13 4HR,80A
164830,Tennyson Road,E15 4DR,105
198809,Laurel Close,SW17 0HA,"Palladino & Wood House, 6 & 7"
257651,Milton Road,SM1 2QR,5
195788,Duckett Road,N4 1BN,44
343094,Kirtling Street,SW8 5BN,Battersea Power Station
185088,Hackney Road,E2 7SJ,312
151264,BLACKFRIARS ROAD,SE1,128-150
148300,Acton Lane,W4 5DA,183
155272,High Street,BR3 1AY,24
150023,Chitterfield Gate,UB7 0JR,Land adjacent to 25
149822,North Walk,CR0 9EP,17
149831,Runnymede Gardens,UB6 8SU,51
260088,High Street Colliers Wood,SW19 2HR,Cavendish House 105 - 109
164288,Woodhurst Avenue,BR5 1AT,90
175748,Crayford Road,N7 0ND,Land adjacent to St George's and All Saints Church Hall
179682,ST JAMESS ROAD,SE1 5LJ,"SULTAN HOUSE, 238"
158129,Eley Road,EN2 7EX,8
158105,South Ordnance Road,EN3 5AB,447
209500,Brixton Road,SW9 7DG,413A
152067,Sherriff Road,NW6 2AS,73
156493,Philip Lane,N15 4HH,226
150022,Lower Addiscombe Road,CR0 6PZ,"Freshford Hotel, 181-183"
208108,ASHBY ROAD,SE4 1PR,1-3
189158,Vicarage Road,RM10 9SD,51
175768,Dowrey Street,N1 0HY,"New River College Key Stage 4, 1"
186288,High Street,KT1,97A-97B
171468,Ainsworth Close,NW2 7EE,Car Park
173681,Goldhawk Road,W12 8EG,77
161928,Leathwaite Road,SW11 6RR,114
177575,Lavender Hill,SW11 5RD,"The Crown Hotel, 102"
169958,Walton Street,SW3 2JL,182
213208,Manor Park Road,NW10 4JX,69
157628,High Street,CR0 1NF,256
194568,Meridian Way,N9 0AR,51
176752,The Broadway,UB1 1LW,135
158294,CROMWELL ROAD,KT2 6RN,40-46
162968,Charterhouse Square,EC1M 6AH,28-30
160128,Craven Terrace,W2 3EL,25-26
149882,Thane Villas,N7 7PH,"Regent House , 1"
177210,Chandos Avenue,W5 4ER,14
198870,Windsor Street,UB8 1AB,45
159409,Southville,SW8 2PP,10
160028,St James's Place,SW1A 1NH,25
194750,Roehampton Lane,SW15 5LS,11
149364,Sandycombe Road,TW9 3NA,305
147905,Norbury Crescent,SW16 4JX,215
198811,Battersea Park Road,SW11 4JP,56
220467,Vernham Road,SE18 3HB,66
197408,Wentworth Street,E1 7TB,25
197031,Navarino Road,E8 1AD,30
148833,Dartmouth Street,SW1H 9BL,17
151897,STANLEY ROAD,SM5 2DR,1A
154685,Elveden Road,NW10 7ST,308-312
208128,RUSHEY GREEN,SE6 4HW,78
153002,Hampstead High St,NW3 1PX,11
195108,Cunningham Road,N15 4DS,Grange House
165694,Selhurst Road,SE25 6XU,210
177549,Hammersmith Road,W6 8PW,245
253547,"COTTAGE GREEN,",SE5 7ST,LAND ADJACENT TO 2
190208,Kelross Road,N5 2QJ,60
270758,Rowan Road,SW16 5HX,182
152499,Wandsworth Road,SW8 2LF,"Sainsburys, 62"
148174,Leeway Close,HA5 4SE,Units 1 & 3
148871,Leaden Hill,CR5 2BQ,Unit 4
152199,Camlet Way,EN4 0NJ,"Dolphin Manor, 105"
163188,Tileyard Road,N7 9AH,22 - 23
175728,Holloway Road,N19 3JH,798 - 804
241628,Cheapside High Road,N22 6HH,9
151579,The Avenue,W13 8AG,Sinclair House
151745,Rosebery Avenue,EC1R 4RJ,"Greenwood House, 71"
189334,Millmand Road,E16,
192260,Goulton Road,E5 8HA,12
148799,Cuthbert Street,W2 1DQ,"Norman House, 5A"
201611,Golders Rise,NW4 2HR,6
253133,ST PHILIPS AVENUE,KT4 8JS,29
190448,Northburgh Street,EC1V 0AY,Northburgh House 10
209899,Tudor Road,E9 7SN,47-49
260502,Blythe Mews,W14 0HW,Unit 4
256293,Woodhouse Road,N12 0RG,26
168949,Pield Heath Road,UB3 3NQ,
215613,Woodside Road,DA15 7JF,"Samuel House and Shirley Works, 1-3"
150451,Edgware Road,W2 1ED,402
183448,WORTON ROAD,TW7 6ER,UNIT11A & 11B WORTON HALL INDUSTRIAL ESTATE
198508,Denman Road,SE15 5NR,56
189399,Millman Road,E16,
151368,King William Street,EC4R 9AS,33
150556,Whitecross Street,EC1Y 8QJ,"The Trader, 142 - 146"
369058,Greenford Road,UB6 0JA,Kellogg Tower
260350,Streatham Road,CR4 2AJ,221
152057,Grays Inn Road,WC1X 8DX,294
242028,Station Approach,HA4 8LF,1
148820,James Street,WC2E 8NS,26
152426,Tylney Road,E7 0LY,59
254708,High Street,SW19 5EG,80
190068,Dove Road,N1 3ND,Dover Court Estate
155935,Northcote Road,SW11 1PA,50
160548,Dacre Street,SW1H 0DJ,15
150248,Sydenham Road,CR0 2EE,"Cygnet House, 12 - 14"
286760,Alie Street,E1,74
182468,Homeway,RM33 0HD,16
152040,West Common Road,BR2 6AJ,Hillcrest House
175808,Magdala Avenue,N19 5NF,Whittington Hospital
186668,Peter Street,W1F 0SD,27
165511,Petley Road,W6 9SU,1
176068,Clerkenwell Road,EC1M 5PS,50-54
173730,Oaks Road,CR0 5HL,Coombe Farm
163270,Garratt Lane,SW18,South Thames College Tower and Welbeck House 17-27
198787,Wise Lane,NW7 2RN,53
147720,King's Road,SW6 2EH,"Imperial Arms, 577"
158421,Brighton Road,CR2 6ED,45-57
177943,The Tee,W3 7NW,3A
162908,Carleton Road,N7 0ES,78
199448,Conduit Street,W1S 2XN,18
162528,"Wells Terrace,",N4 2DA,"Finsbury Park  train station, 42"
200859,Lordship Lane,SE22 8JG,263
207948,NEW CROSS ROAD,SE14 6TA,479
152590,Connaught Road,E4 7DL,Land adjacent 1
199688,Porchester Road,W2 5DX,Westbourne Park Baptist Church
175948,Donegal Street,N1 9QG,Elizabeth Garrett Anderson School
163348,Honeypot Lane,HA7 1BB,Stanmore Place
169848,TRANQUIL VALE,SE3 0BU,
182397,Replingham Road,SW18 5LT,37
192493,Shafton Mews,E9 7HZ,2
223605,Langton Way,SE3 7JS,Land rear of 135 & 139
198454,Alderville Road,SW6 3RL,7
148691,Norman Avenue,UB1 2AU,4
154554,Highgate West Hill,N6 6JS,4
221348,Greyhound Road,W6 8NX,54
150806,Fernshaw Road,SW10 0TG,29
187736,Mornington Road,E4 7DR,Gresham Works Rear Of 1 To 3
149697,Southville,SW8 2PP,12
260235,Milbrook Park (Former Inglis Barracks),NW7 1NX,Phase 4A
208168,DEVONSHIRE ROAD,SE23 3SR,30
254488,Church Road,SW19 5AE,The All England Lawn Tennis and Croquet Club
209822,Mildenhall Road,E5 0RT,45
168851,TALBOT YARD,SE1 1NH,1
151606,Kilburn High Road,NW6 4JD,200
151676,College Road,BR1 3QG,57
151380,Sylvester Road,E8 1ET,Sylvester House
147909,Staines Road,TW3 3HA,15-21
282901,Parsons Green,SW6 4TN,8
151098,St Marys Road,KT6 4JG,5
151165,Vandon Street,SW1H 0AH,"Vandon House, 1"
150298,Sydenham Road,SE26 5QW,22A-24
151189,Foxhall Road,RM14 2DD,26
150809,Notting Hill Gate,W11 3LF,153
201005,Clifden Road,E5 0LL,3
257068,Murray Road,SW19 4PB,6
165689,Balham High road,SW177 7A,240
152014,NEW CROSS ROAD,SE14 5PJ,37-42 FAIRLAWN MANSIONS
158162,Norbury Hill,SW16 3RT,Garage at 98
206518,High Street,NW10 4SJ,78A-78D
153009,Birkenhead Street,WC1H 8BA,7
147745,Beauchamp Place,SW3 1NX,48
182981,NELSON SQUARE,SE1 0LT,"SURGERY, ROWLAND HILL HOUSE"
191368,Elsworthy Road,NW3 3DS,11
148944,HACKBRIDGE ROAD,SM6 7AS,Land r/o 49
200048,Bloomsbury Street,WC1A 1ES,2-8
162036,Strathmore Road,SW19 8DB,2A
149750,Herbert Road,RM11 3LD,26
175928,Copenhagen Street,N1 0JN,103
260317,Milner Road,SW19 3BH,Car Park
150432,Cranbourne Gardens,NW11 0JD,72
149404,Marsh Wall,E14,Meridian Gate
161748,Mackenzie Road,N7 8RE,104
174768,Roman Road,E2 0QN,59
149392,Ratcliffe Cross Street,E1 0HS,1
148117,Old Oak Road,W3 7HW,55
196468,Wolseley Road,N22 7TW,40
156392,Park View Road,DA16 1RX,62-62A
209902,Tudor Road,E9 7SN,47-49
173334,Station Approach,SW16 6HW,Estra House
179848,Stanley Road,TW11 8TX,Flats 1 And 2 72
194754,Kingsland Road,E8 4AH,574-576
170124,Leadenhall Street,EC3A 4AF,"Bankside House, 107 - 112 Leadenhall Street"
202288,HIGH STREET,SM1 1JF,89
151331,COUNTY STREET,SE1 4AD,76
173652,Boscombe Road,W12 9HT,53
182990,LOWER ROAD,SE16 2TU,"SEVEN ISLANDS LEISURE CENTRE, 70-86"
150416,The Broadway,UB1 1LN,113
147996,Kenway Road,SW5 0RA,56
147843,Thornton Road,CR7 6BD,1
254868,Marryat Place,SW19 5BL,1
168128,SANDIFORD ROAD,SM3 9RD,UNIT 12
273660,Grove Road,SW19 1BJ,50
155091,Forest Ridge,BR2 6EG,17
150350,Merrielands Crescent,RM9,Merrielands Development Site
281733,Albion Street,SE16 7JD,Albion Primary School
162328,Blythwood Road,N4 4EU,15
150041,The Walnuts,BR6 0TW,Orpington Police Station
169942,King's Road,SE25 4ES,1
147788,Upper tooting Road,SW17 7ER,176
148398,JERNINGHAM ROAD,SE14 5NQ,33
156451,Replingham Road,SW18 5LT,17
180328,Southfields Road,SW18 1QW,59
201908,Grange Road,SM2 6RS,6 - 8
151393,Mandeville Street,E5 0DH,1
188828,Finborough Road,SW10 9AH,180
173340,Brixton Road,SW9 6AH,230 - 234
328360,HIGH STREET,TW13 4AH,PEOPLES CENTRE
151143,Wilton Crescent,SW1X 8RX,38
179781,Lavender Hill,SW11 5RD,"The Crown Hotel, 102"
157351,Mitcham Road,SW17 9PD,87
149578,Ashbourne Road,W5 3DL,"Churchill Court, 94"
156497,Bishops Road,N6 4HP,14
151735,Clerkenwell Road,EC1M 5RJ,96 - 100
152066,New Oxford Street,WC1A 1BA,21
155448,Old Brompton Road,SW5 0LJ,159 to 165
184308,Clarendon Road,E17 9AY,9
168968,North Pole Lane,BR2 6AS,North Pole Farm
257645,High Street,KT1 4DB,6 And 8 And 10
186388,Westbourne Park Villas,W2 5ED,99
152516,Boscombe Avenue,E10 6HY,8
353328,Boscombe Road,W12 9HT,53
176348,Holloway Road,N7 8DD,160
148329,Roslin Road,W3 8DH,3
277756,Station Approach,E11,Development Site At 1 To 5
161008,Federal Road,UB6 7AW,28
158110,Montagu Road,N9 0HT,White House
208068,ENDWELL ROAD,SE4 2LX,104
160008,Baker Street,W1U 6TJ,96-98
156354,Lovibonds Avenue,BR6 8EW,68
157200,Station Road,HA1 2RL,"Kirkfield House, 118"
151763,Parkhurst Road,N7 0LP,81
158437,Oldfield Lane South,UB6 9LB,47
151190,South Street,RM1 1RB,64
176648,DARTMOUTH ROAD,SE23 3HN,"FAIRWAY HOUSE, REAR OF 53"
150861,Blackhorse Lane,E17 6AD,268
176188,Great Sutton Street,EC1V 0DX,33
151834,Farm Lane,SW6 1QA,80
190108,Hermes Street &,N1 9JB,1-2A
172968,Orme Square,W2 4RS,2
149248,Bowes Road,N11 2RA,244 - 262
152441,Cannon Street,EC4M 6YH,2 - 6
151638,Gloucester Avenue,NW1 8JA,144
177562,Waldegrave Road,W5 3HT,44
182412,Balham Hill,SW12 9EB,"The Stable Yard, 16A"
158149,Alma Place,CR7 7HS,Garages adj to 25
174111,Uxbridge Road,W12 9RA,191D And E
151263,DARWIN STREET,SE17 1HB,2
174929,Copenhagen Place,E14 7DX,"Andersens Wharf, 20"
223368,Wellington Road,E11 2AN,5A
154109,Goldhawk Road,W12 8EU,245
149408,The Meadow Way,HA3 7BN,11
151462,Ivory Squre,SW11,Spice Court
163108,Hayward's Place,EC1R 0EQ,"Foxama House, 17 - 18"
165429,Angell Road,SW9 7HH,"St Johns Church Of England Primary School, 85"
147982,Oakley Street,SW3 5HB,54
150237,King Street,W6 0QU,160
171634,Roedean Crescent,SW15 5JU,26
162248,Mildmay Street,N1 4NF,"Haliday House, 2"
172168,Park Road,NW8 7JB,125
153829,Blaker Road,E15 2PY,"3,"
199888,Carlton House Terrace,SW1Y 5AF,2
238791,Edgeworth Avenue,NW4 4EX,7
157918,High Road,HA9 6AX,"Lanmor House, 370"
224268,Brett Passage,E8 1JR,Temple Works
178608,Little Chester Street,SW1X 7AL,1-3
153971,Wandsworth Bridge Road,SW6 2TY,"Albert Wharf, Swedish Wharf And Comley's Wharf"
159208,Brook Street,W1K 5DH,28
150468,Seymour Place,W1H 6AQ,124-130
155851,Hoyle Road,SW17 0RS,2
255114,Rum Close,E1W 3QX,41
151258,SOUTHWARK STREET,SE1 0HL,61
158306,HARDMAN ROAD,KT2 6RH,37
158021,Sunbeam Road,NW10 6JL,4
153078,Macklin Street,WC2B 5NA,St Josephs Primary School
151274,CAMBERWELL ROAD,SE5 0DP,240 AND 252
171728,Prince Consort Road,SW7 2BS,
200719,WALWORTH RD,SE17 2TG,283
168862,Corpse Wood Way,HA6 1BS,44
150328,Larkshall Road,E4 6NT,197
179248,Welbeck Street,W1G 9YE,7
168853,ROTHERHITHE STRET,SE16 5HW,"HILTON DOCKLANDS/LIVING WELL HEALTH CLUB, 265"
149639,Gillingham Street,SW1V 1HN,1
149883,Upper Street,N1 1QP,125-127 (inclusive of 126 and 126A )
156491,Lorne Road,N4 3RT,8
206513,Curtain Road,EC2A 3AH,114
192494,Brooke Road,E5 8AB,223
177212,Ranelagh Road,W5 5RJ,2
152979,Regents Park Road,NW1 7SX,54
202468,PRIORY ROAD,SM3 8LY,91
152028,POTTER STREET,HA6 1QG,NORTHWOOD SCHOOL
179488,Kinnerton Street,SW1X 8EA,
192251,Chardmore Road,N16 6JD,38
159128,Hanson Street,W1W 6TG,11
181748,ALRIC AVENUE,KT3 4JL,1A & 1B
200661,Old Street,EC1V 9NQ,356
187531,High Road,N20 0QP,1060A-1072
152972,York Rise,NW5 1SP,37
148334,High Street,W3,The Oaks Shopping Centre
148835,Lowndes Square,SW1X 9HA,10
149380,Green Street,E7 8LE,222-226
199408,Conduit Street,W1S 2XN,18
150478,Old Church Street,SW3 6EB,"Chelsea Arts Club, 143 to 145"
151618,Lancaster Grove,NW3 4PB,18
155315,Lochaline Street,W6 9SJ,"R/O Chancery House, 1"
156108,Old Street,EC1V 9EY,239 - 241
152102,Willoughby Lane,N17 0SP,"Imperial House, 64"
150810,North Road,UB1 2JX,146
149462,Clapham Road,SW9 0JD,9-13
164978,ILDERTON ROAD,SE16 3LA,179
152059,Brownlow Mews,WC1N 2LD,20
148249,Neasden Lane,NW10 1QA,162-176
161612,Upper Richmond Road,SW15 2UJ,72 West Hill & 5
187295,Queens Road West,E13 0PE,1
161548,Ladbroke Grove,W10 5NE,"Westway Information And Aid Centre, 140"
179388,Maddox Street,W1S 1PH,16
152321,Bentinck Street,W1U 2EU,20
196688,Hermitage Road,N4 1LY,48
150070,CLAYTON ROAD,SE15 5JG,LAND ADJOINING 82
177388,Manor Park Road,NW10 4JU,97
172948,Gerrard Street,W1D 5QD,39
254728,Home Park Road,SW19 7HU,106
150407,Well Street,E9 7PX,6
152440,Barbican,EC2Y 8AX,Andrewes House
149616,Harleyford Road,SE11 5AY,60A
151443,Battersea Park Road,SW11,"Unit 3, Mandeville Courtyard, 142"
148250,Okehampton Road,NW10 3ER,Land rear of 40-42
165608,Charing Cross Road,WC2H 0NE,51-79
190556,Homerton High Street,E9 6BB,193
173343,Elmfield Road,SW17 8AA,1-6 Elmfield Mansions
165369,Cabul Road,SW11 2PR,"19, 21 and 31-37"
194768,Kingsland High Street,E8 2NS,146
245074,Brentford High Street,TW8 8EW,Land to the South Side of
153789,Greyhound Road,W6 8NH,3-5
175208,High Street,TW12 1PD,60
149305,Hereward Gardens,N13 6EX,9
150220,RYE LANE,SE15 4RZ,128
150383,Spurstowe Terrace,E8 1LT,4-14
157037,The Broadway,UB1 1NT,172
152418,Russell Road,UB5 4QR,1
180012,Delaford Street,SW6 7LT,30
156359,Queens Mead Road,BR2 0ER,53
150865,Winchester Road,E4 9LL,20
152850,Goldhurst Terrace,NW6 3HP,156
200667,Cromford Road,SW18 1PA,53 A & B
260178,Fresh Wharf Road,IG11 7,Fresh Wharf Estate
149402,Cavell Street,E1 2JA,58
171528,Fourth Way,HA9 0LH,Kelly House
194811,Independent Place,E8 2HE,19
164848,Sussex Road,E6 2PT,13 and 15
150881,Southwell Grove Road,E10 4QD,Garages Adjacent 67 Southwell
148458,Bromley Road,BR3 5PA,St Christophers School
185888,Park Drive,HA2 7LT,"Veneto House, 2a"
157036,Kidderminster Road,CR0 2UF,55
183628,High Street,BR6 0PF,207-215
152934,SPRINGBANK ROAD,SE13 6SS,Rear of 101 - 131
149069,CHEAM COMMON ROAD,KT4 8RW,22
151275,Stoke Newington Road,N16 7UY,166
154693,Oldfield Lane North,UB6 8PU,386A
155712,Undine Street,SW17 8PP,St Boniface RC School
208048,ASHBY ROAD,SE4 1PR,1 - 3
168934,EAST DULWICH GROVE,SE22 8TE,JAMES ALLENS GIRLS SCHOOL
158430,Bollo Lane,W4 5LU,93
149301,Hertford Road,EN3 5AX,134
146867,Park Avenue,HA4 7UR,173
161908,Rosenau Road,SW11 4QX,43
173436,Whitehorse Lane,SE25 6UP,267
151022,Tavistock Avenue,UB6 8AW,1
184128,Simmons Lane,E4 6JH,"Friday Hill House, 7"
168940,SOUTHWARK PARK ROAD,SE16 3RN,262
157592,The Ridgeway,E4 6RA,"Kendal Court, 63"
149443,Ledbury Mews North,W11 2AF,9
159709,Coles Green Road,NW2 7ER,6
161729,Tooting High Street,SW17 0RN,58-60
157848,Sheldon Road,N18 1RL,121
150387,Elm Road,KT3 3HN,100A
253482,Great Suffolk St,SE1 1PZ,"Unit 1b, Signal House, 137"
192264,Brockley Hill,HA7 4LP,Royal National Orthopaedic Hospital (RNOH)
192449,Norwood High Street,SE27,Rear of 94-96
148012,Station Road,HA1 2RL,"Kirkfield House, 118"
260352,Deburgh Road,SW19 1DR,57
149613,The Vale,W3 7SB,8
150467,North Wharf Road,W2 1LF,North Westminster Community School phase 2 east
158300,HIGH STREET,KT3 4ES,178
197075,Brett Passage,E8 1JR,Temple Works
154551,Finchley Road,NW3 6LB,179-189
149846,Bedford Park,CR9 2ZL,Exchange Court
148795,Gliddon Road,W14 9AT,Barons Keep
162788,Newington Green Road,N1 4QU,71A
221944,North Woolwich Road,E16 2BG,Royal Wharf plots 17 & 18
218528,Chancery Lane,WC2A 1PP,116-118
158668,Connaught Avenue,E4,Land Adjacent to 25
158071,Fore Street,EN3 6DZ,323
254628,Ridgway,SW19 4QW,36
190532,Commercial Street,E1 6BW,167A
203488,HIGH STREET,SM1 1DT,57
170868,Bushy Park Mews,TW12,4
148278,Whittingstall Road,SW6 4EA,23
150748,"St James's Gardens,",W11 4RF,35
151493,Nevern Square,SW5 9NW,12
151211,Brownlow Road,NW10 9QL,24A
202588,BEECHES AVENUE,SM5 3LB,1
154248,Russell Road,SW19 1QL,6
150334,Chingford Road,E17 4PJ,30
209785,Gunton Road,E5 9JS,30
148353,Wedmore Gardens,N19 4DL,5
190348,Charterhouse Square,EC1M 6BQ,"Dawson Hall,"
171630,Garratt Lane,SW18 4DY,375-377
153079,Sumatra Road,NW6 1PL,117
255039,Ballards Lane,N3 1XY,105/105A
148299,Lily Gardens,HA0 1DP,Vicars Green Primary School
162568,Sussex Way,N19 4JF,"St Mark'S Primary School, 175"
172528,Woodstock Street,W1C 2AN,19-20
242508,North Hyde Road,UB3 4NS,171A
148364,Bowdon Road,E17 8JB,11
201000,Forburg Road,N16 6HS,44
152416,First Avenue,W3 7JR,8
205116,STEEDMAN STREET,SE17 3AF,9
192256,Durlston Road,E5 8RP,77
209809,Median Road,E5 0PL,2
148230,North Street,E13 9HN,72
172408,Seymour Place,W1H 1NE,100
180008,Cathnor Road,W12 9JA,68
148288,North End Road,W14 9EX,92
186988,Kilburn Lane,W10 4BA,264
150168,Lamberhurst Road,SE27 0SE,34
151357,Borough High Street,SE1 1NE,59-61
148222,Plashet Grove,E6 1AE,54
155709,Culverden Road,SW12 9LT,Land adjacent Fontenoy Road r/o 47/49
155258,London Road,BR1 1BY,"Oxford House, 11"
149779,Station Road,RM14 2TJ,"Dovetail House, 60"
150803,Golders Green Road,NW11 8HE,146-150
156888,Trinity Road,SW17 7SQ,79
150373,The Shaftesburys,IG11 7JW,Abbey Road Depot
150566,Stoats Nest Road,CR5 2JG,1A
150067,RYE LANE,SE15 5EZ,91-95
163228,Creswick Road,W3 9HE,3
150325,Lea Bridge Road,E10 7EB,495
211071,Northwold Road,N16 7HR,8
151829,Higgs Industrial Estate,SE24 0AU,Unit 1
179108,Eaton Place,SW1X 8LW,98
151330,SOUTHWARK BRIDGE ROAD,SE1 0AS,58
175589,Heath Park Road,RM2 5XL,108
171828,Haymarket,SW1Y 4DQ,18-21
179634,Devonshire Riad,DA6 8DS,2A
148285,Harbord Street,SW6 6PL,37
242668,Field End Road,HA4 9NB,262-270
169914,PONTYPOOL PLACE,SE1 8QF,2
150941,The Hyde,NW9 5DL,"5, 5A & 5B Sunnyside Terrace"
173684,Arminger Road,W12 7BA,29
165557,Nicholson Road,CR0 6QT,25
151664,Newlands Park,SE26 5NF,44a
171488,Brondesbury Villas,NW6 6AH,15
209749,Hoop Lane,NW11 8JN,23
201548,Llanover Road,HA9 7LL,25
151792,Beaconsfield Terrace Road,W14 0PP,5
182414,"GILKES PLACE, GILKES CRESCENT AND CALTON AVENUE",SE21 7BW,"THE WORKSHOP SITE, LAND BOUNDED BY"
155570,Stephenson Way,NW1 2DP,24
181648,HOOK ROAD,KT9 1QT,PUBLIC CONVENIENCES
184768,Denmark Hill,SE5 9RS,Kings College Hospital
165928,BEYNON ROAD,SM5 3RL,4
159308,Harley Street,W1G 7HX,94
160148,Abbey Road,NW8 0AE,41
273856,Runnymede,SW19 2RQ,Land Adj 83/85
171628,Whittingstall Road,SW6 4EA,51
149564,Dane Road,UB1 2EA,2
210489,Amhurst Road,E8 1LL,3-5
254188,Red Lion Street,TW9 1RW,20A
150878,Grosvenor Park Road,E17,"Serenity Apartments, 75a"
152372,Burnt Ash Road,SE12 8PU,118
148143,COOMBE LANE WEST,KT2 7EG,NEW VICTORIA HOSPITAL 182-184
169945,Cherry Orchard Road,CR0 6BA,Ark Oval Primary Academy
152592,Connaught Avenue,E4 7AP,78
186248,Nelson Road,TW2 7BW,298
157192,Headstone Road,HA1 1PG,99D
148800,Cuthbert Street,W2 1DQ,"Norman House, 5A"
149645,Howick Place,SW1P 1AA,9
150669,Channelsea Road,E15 2SX,Hallings Wharf Studios
150066,Carlyon Road,UB4 0NU,land forming part of 136
149494,Caulfield Road,E6 2EH,9
184816,Ashmore Road,SE18,Kitchener House and Ellington House
154692,Crewys Road,NW2 2AA,"Tudor Court, 2"
150948,Westlea Road,W7 2AH,Elthorne Park High School
169908,KIMBERLY AVENUE,SE15 3XG,LAND ADJACENT TO 134
173008,St George's Drive,SW1V 4DE,51
151321,GREAT SUFFOLK STREET,SE1 0BD,53
150384,Red Lion Road,KT6 7QU,Tolworth Hospital
149590,Knight's Hill,SE27 0JD,84
246126,McCrone Mews,NW3 5BG,19
248610,Croham Park Avenue,CR2 7HN,53
147741,Colville Road,W11 2BS,18
149768,Surridge Close,RM13 9LL,Land adj to 20 & 25
148825,Eaton Square,SW1W 9DD,20
155449,King's Road,SW10 0DA,383
157554,Sydenham Road,CR0 2EL,315
164508,Berrys Green Road,TN16 3AJ,Dovedale
148348,Caedmon Road,N7 6DH,24
151140,Strand,WC2R 1BE,227-228
150272,Mayplace Avenue,DA1 4PG,90
151742,Shaftesbury Road,N19 4QN,6
170632,High Street,RM1 1JL,rear of 57 - 59
200849,Underwood Street,N1 7JQ,26
147984,Somerset Square,W14 8EE,10
151806,Old Brompton Road,SW5 9HP,243 & 245
194748,Lordship Park,N16 5UA,54
255094,Commercial Road,E1 1LN,30-30A
151682,Longdon Wood,BR2 6EN,21
170641,Lake Rise,RM1 4DY,Land adj 2
152520,Manor Road,N16 5SA,4
148755,Fountains Avenue,TW13 5NU,19
204171,Goodmead Road,BR6 0HX,25
148336,Kennington Park Road,SE11,184 - 186
149845,Dingwall Road,CR0 9XF,Carolyn House
149507,Silverholme Close,HA3 0PJ,36
151984,HIGH STREET,SM5 3AG,78A
188149,Katherine Road,E7 8LT,349
148181,Blackshaw Road,SW17 0QT,St Georges Hospital
149107,HIGH STREET,SM1 1NL,182
173427,Fulham Palace Road,SW6 6HY,"460, 462 And 464"
173288,Praed Street,W2 1RL,146
158052,Park Lane,CR0 1JG,Park House
183948,High Street,TW12 1PD,28D-28E
254768,Lindisfarne Road,SW20 0NW,27
199068,Reading Lane,E8 1DR,GREAT EASTERN BUILDINGS
157031,London Road,CR7 7PA,836-838
158116,Bazile Road,N14 4RX,18
157193,Kenton Road,HA3 9NR,626
150763,Main Road,DA14 6RW,228
150520,BONFIELD ROAD,SE13 6BX,39
186828,Duchess Street,W1G 9AB,10
161909,St Johns Avenue,SW15 6AL,41
257643,Victors Way,EN5 5TZ,Grange Jaguar Landrover
179661,Edmund Road,DA16 3PJ,20
176128,North Road,N7 9DP,"S E B Garages, 42"
149496,Kilburn Lane,W10 4AH,Moberly Sports Centre
150196,Broadway,W13 0SY,116
192295,Kempton Road,E6 2LD,33
158333,LEATHERHEAD ROAD,KT9 2NN,HEATH COTTAGE 414
220588,Kelvedon Road,SW6 5BN,1
195248,Wightman Road,N8 0LX,274
148390,BROWNHILL ROAD,SE6 2EJ,32
157512,Haling Park Road,CR2 6NF,66
